movie_id,title,genres,genre_ids,release_year,release_date,runtime,rating,vote_count,popularity,overview,poster_path,backdrop_path,original_language,original_title,adult,video
TMDB214756,Ted 2,Comedy|Fantasy,"35, 14",2015,2015-06-25,0,6.315,7887,14.2182,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law.",/38C91I7Xft0gyY7BITm8i4yvuRb.jpg,/xtHonIIIQXverDQM08TMQXjn9Fe.jpg,en,Ted 2,False,False
TMDB87101,Terminator Genisys,Science Fiction|Action|Thriller,"878, 28, 53",2015,2015-06-23,0,5.949,8869,16.0079,"The year is 2029. John Connor, leader of the resistance continues the war against the machines. At the Los Angeles offensive, John's fears of the unknown future begin to emerge when TECOM spies reveal a new plot by SkyNet that will attack him from both fronts; past and future, and will ultimately change warfare forever.",/oZRVDpNtmHk8M1VYy1aeOWUXgbC.jpg,/wvlIoof1FnKPLv9jAYanuP31V0C.jpg,en,Terminator Genisys,False,False
TMDB254128,San Andreas,Action|Drama|Thriller,"28, 18, 53",2015,2015-05-27,0,6.243,8925,5.7699,"In the aftermath of a massive earthquake in California, a rescue-chopper pilot makes a dangerous journey across the state in order to rescue his estranged daughter.",/2Gfjn962aaFSD6eST6QU3oLDZTo.jpg,/zcySy6dnSmyqiichtDgO7AEeZoq.jpg,en,San Andreas,False,False
TMDB198184,Chappie,Crime|Action|Science Fiction,"80, 28, 878",2015,2015-03-04,0,6.787,8361,19.0749,"Every child comes into the world full of promise, and none more so than Chappie: he is gifted, special, a prodigy. Like any child, Chappie will come under the influence of his surroundings—some good, some bad—and he will rely on his heart and soul to find his way in the world and become his own man. But there's one thing that makes Chappie different from any one else: he is a robot.",/uuDUpzlMFomdSfNWlpEPS9nVZWV.jpg,/3pKIcv6KhUE35jsKnv3MylQ3OT2.jpg,en,Chappie,False,False
TMDB314365,Spotlight,Drama|History,"18, 36",2015,2015-11-06,0,7.816,8683,7.4189,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",/8DPGG400FgaFWaqcv11n8mRd2NG.jpg,/8FbbcmwmpGd7brfiC7f7lWFNGdi.jpg,en,Spotlight,False,False
TMDB118340,Guardians of the Galaxy,Action|Science Fiction|Adventure,"28, 878, 12",2014,2014-07-30,0,7.905,29416,8.3166,"Light years from Earth, 26 years after being abducted, Peter Quill finds himself the prime target of a manhunt after discovering an orb wanted by Ronan the Accuser.",/r7vmZjiyZw9rpJMQJdXpjgiCOk9.jpg,/vmBSlRZYKfNdaDZ7wGkrSNbmdMI.jpg,en,Guardians of the Galaxy,False,False
TMDB157336,Interstellar,Adventure|Drama|Science Fiction,"12, 18, 878",2014,2014-11-05,0,8.468,39080,59.3667,The adventures of a group of explorers who make use of a newly discovered wormhole to surpass the limitations on human space travel and conquer the vast distances involved in an interstellar voyage.,/gEU2QniE6E77NI6lCU6MxlNBvIx.jpg,/2ssWTSVklAEc98frZUQhgtGHx7s.jpg,en,Interstellar,False,False
TMDB228150,Fury,War|Drama|Action,"10752, 18, 28",2014,2014-10-15,0,7.541,12766,15.4457,"April, 1945. As the Allies make their final push in the European Theatre, a battle-hardened army sergeant named Wardaddy commands a Sherman tank and her five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, and with a rookie soldier thrust into their platoon, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,/95ckrV6wQgbffurAVmETQ5YKASL.jpg,en,Fury,False,False
TMDB157350,Divergent,Action|Adventure|Science Fiction,"28, 12, 878",2014,2014-03-14,0,6.907,13342,10.9881,"In a world divided into factions based on personality types, Tris learns that she's been classified as Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late.",/aNh4Q3iuPKDMPi2SL7GgOpiLukX.jpg,/bgkFOoXEQMRjKkCvgoj7smdGbuh.jpg,en,Divergent,False,False
TMDB190859,American Sniper,War|Action,"10752, 28",2014,2014-12-25,0,7.4,13510,11.8048,"U.S. Navy SEAL Chris Kyle takes his sole mission—protect his comrades—to heart and becomes one of the most lethal snipers in American history. His pinpoint accuracy not only saves countless lives but also makes him a prime target of insurgents. Despite grave danger and his struggle to be a good husband and father to his family back in the States, Kyle serves four tours of duty in Iraq. However, when he finally returns home, he finds that he cannot leave the war behind.",/vJgtfUmZE5i4L12sOryAPuBa04K.jpg,/rl95VDEP3nsUQmGzE0S1S7y6T0N.jpg,en,American Sniper,False,False
TMDB194662,Birdman or (The Unexpected Virtue of Ignorance),Drama|Comedy,"18, 35",2014,2014-10-17,0,7.444,13445,9.6345,"A fading actor best known for his portrayal of a popular superhero attempts to mount a comeback by appearing in a Broadway play. As opening night approaches, his attempts to become more altruistic, rebuild his career, and reconnect with friends and family prove more difficult than expected.",/rHUg2AuIuLSIYMYFgavVwqt1jtc.jpg,/s0OrExdg7i3RLR7oqzHRk4q2kL4.jpg,en,Birdman or (The Unexpected Virtue of Ignorance),False,False
TMDB102651,Maleficent,Fantasy|Adventure|Action|Family|Romance,"14, 12, 28, 10751, 10749",2014,2014-05-28,0,7.086,13616,15.7667,"A beautiful, pure-hearted young woman, Maleficent has an idyllic life growing up in a peaceable forest kingdom, until one day when an invading army threatens the harmony of the land. She rises to be the land's fiercest protector, but she ultimately suffers a ruthless betrayal – an act that begins to turn her heart into stone. Bent on revenge, Maleficent faces an epic battle with the invading King's successor and, as a result, places a curse upon his newborn infant Aurora. As the child grows, Maleficent realizes that Aurora holds the key to peace in the kingdom – and to Maleficent's true happiness as well.",/bDG3yei6AJlEAK3A5wN7RwFXQ7V.jpg,/8OuE97mvLVhNUj7ANhHFsISvPVz.jpg,en,Maleficent,False,False
TMDB102382,The Amazing Spider-Man 2,Action|Adventure|Science Fiction,"28, 12, 878",2014,2014-04-16,0,6.527,14042,11.5603,"For Peter Parker, life is busy. Between taking out the bad guys as Spider-Man and spending time with the person he loves, Gwen Stacy, high school graduation cannot come quickly enough. Peter has not forgotten about the promise he made to Gwen’s father to protect her by staying away, but that is a promise he cannot keep. Things will change for Peter when a new villain, Electro, emerges, an old friend, Harry Osborn, returns, and Peter uncovers new clues about his past.",/bU7nTmvmy0h3VUP01v1T2imgH6N.jpg,/k0hlAzTryCYX1O1LyC6P8tAa8s0.jpg,en,The Amazing Spider-Man 2,False,False
TMDB137113,Edge of Tomorrow,Action|Science Fiction,"28, 878",2014,2014-05-27,0,7.633,14843,12.4836,"Major Bill Cage is an officer who has never seen a day of combat when he is unceremoniously demoted and dropped into combat. Cage is killed within minutes, managing to take an alpha alien down with him. He awakens back at the beginning of the same day and is forced to fight and die again... and again - as physical contact with the alien has thrown him into a time loop.",/nBM9MMa2WCwvMG4IJ3eiGUdbPe6.jpg,/4V1yIoAKPMRQwGBaSses8Bp2nsi.jpg,en,Edge of Tomorrow,False,False
TMDB122917,The Hobbit: The Battle of the Five Armies,Action|Adventure|Fantasy,"28, 12, 14",2014,2014-12-10,0,7.331,15151,17.8569,"Following Smaug's attack on Laketown, Bilbo and the dwarves try to defend Erebor's mountain of treasure from others who claim it: the men of the ruined Laketown and the elves of Mirkwood. Meanwhile an army of Orcs led by Azog the Defiler is marching on Erebor, fueled by the rise of the dark lord Sauron. Dwarves, elves and men must unite, and the hope for Middle-Earth falls into Bilbo's hands.",/xT98tLqatZPQApyRmlPL12LtiWp.jpg,/3UbaCMmqOd7mca4Y5DOzY2ZVTyX.jpg,en,The Hobbit: The Battle of the Five Armies,False,False
TMDB245891,John Wick,Action|Thriller,"28, 53",2014,2014-10-22,0,7.454,20544,9.8601,Ex-hitman John Wick comes out of retirement to track down the gangsters that took everything from him.,/wXqWR7dHncNRbxoEGybEy7QTe9h.jpg,/ff2ti5DkA9UYLzyqhQfI2kZqEuh.jpg,en,John Wick,False,False
TMDB244786,Whiplash,Drama|Music,"18, 10402",2014,2014-10-10,0,8.374,16377,19.2647,"Under the direction of a ruthless instructor, a talented young drummer begins to pursue perfection at any cost, even his humanity.",/7fn624j5lj3xTme2SgiLCeuedmO.jpg,/wbQa0EnWUyRzQ5d1pHLNRlmsCUP.jpg,en,Whiplash,False,False
TMDB120467,The Grand Budapest Hotel,Comedy|Drama,"35, 18",2014,2014-02-26,0,8.032,15844,10.7312,"The Grand Budapest Hotel tells of a legendary concierge at a famous European hotel between the wars and his friendship with a young employee who becomes his trusted protégé. The story involves the theft and recovery of a priceless Renaissance painting, the battle for an enormous family fortune and the slow and then sudden upheavals that transformed Europe during the first half of the 20th century.",/eWdyYQreja6JGCzqHWXpWHDrrPo.jpg,/9udCLTxTFl28RxnK8Q05E154ZGa.jpg,en,The Grand Budapest Hotel,False,False
TMDB127585,X-Men: Days of Future Past,Action|Adventure|Science Fiction,"28, 12, 878",2014,2014-05-15,0,7.529,16079,16.0357,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,/fctQU5MoXgJ5pNMljFzlEFXwfSu.jpg,en,X-Men: Days of Future Past,False,False
TMDB124905,Godzilla,Action|Drama|Science Fiction,"28, 18, 878",2014,2014-05-14,0,6.352,9638,12.3479,"Ford Brody, a Navy bomb expert, has just reunited with his family in San Francisco when he is forced to go to Japan to help his estranged father, Joe. Soon, both men are swept up in an escalating crisis when an ancient alpha predator arises from the sea to combat malevolent adversaries that threaten the survival of humanity. The creatures leave colossal destruction in their wake, as they make their way toward their final battleground: San Francisco.",/tphkjmQq8WebuVwNXelmjLUXuPJ.jpg,/cHvwgJPaT59H1HiQsvBrGD5I46g.jpg,en,Godzilla,False,False
TMDB156022,The Equalizer,Thriller|Action|Crime,"53, 28, 80",2014,2014-09-24,0,7.281,9789,17.7124,"McCall believes he has put his mysterious past behind him and dedicated himself to beginning a new, quiet life. But when he meets Teri, a young girl under the control of ultra-violent Russian gangsters, he can’t stand idly by – he has to help her. Armed with hidden skills that allow him to serve vengeance against anyone who would brutalize the helpless, McCall comes out of his self-imposed retirement and finds his desire for justice reawakened. If someone has a problem, if the odds are stacked against them, if they have nowhere else to turn, McCall will help. He is The Equalizer.",/9u4yW7yPA0BQ2pv9XwiNzItwvp8.jpg,/wNAfVj1ObGNye5fQM4tJXJGtU0.jpg,en,The Equalizer,False,False
TMDB242582,Nightcrawler,Crime|Drama|Thriller,"80, 18, 53",2014,2014-10-23,0,7.709,11552,15.8269,"When Lou Bloom, desperate for work, muscles into the world of L.A. crime journalism, he blurs the line between observer and participant to become the star of his own story. Aiding him in his effort is Nina, a TV-news veteran.",/j9HrX8f7GbZQm1BrBiR40uFQZSb.jpg,/bdI6U1mT0kCdTJ6TWtiFxQ42GSn.jpg,en,Nightcrawler,False,False
TMDB119450,Dawn of the Planet of the Apes,Science Fiction|Action|Drama|Thriller,"878, 28, 18, 53",2014,2014-07-08,0,7.336,12087,9.8076,"A group of scientists in San Francisco struggle to stay alive in the aftermath of a plague that is wiping out humanity, while Caesar tries to maintain dominance over his community of intelligent apes.",/mSmAc9G25fhOHH45SLEeagR0qi7.jpg,/3SozaNPOYUadcmTPgndDibMyDNC.jpg,en,Dawn of the Planet of the Apes,False,False
TMDB265177,Mommy,Drama,18,2014,2014-09-19,0,8.214,2823,2.8975,"A peculiar neighbor offers hope to a recent widow who is struggling to raise a teenager who is unpredictable and, sometimes, violent.",/uPDP0cHGOpkr47rdCdHWo4CyiPj.jpg,/dIHezuC3AmylT8mkXQiWSjz2wJR.jpg,fr,Mommy,False,False
TMDB242512,Ouija,Horror,27,2014,2014-10-24,0,5.134,2756,9.197,A group of friends must confront their most terrifying fears when they awaken the dark powers of an ancient spirit board.,/gwjHlGjK2xXKpjd65BWyAMwzTWC.jpg,/fsuA3wUYixjLeE97CyyPGdPoQF3.jpg,en,Ouija,False,False
TMDB265195,Wild Tales,Drama|Thriller|Comedy,"18, 53, 35",2014,2014-08-21,0,7.866,3690,7.3807,"Injustice and the demands of the world can cause stress for many people. Some of them, however, explode. This includes a waitress serving a grouchy loan shark, an altercation between two motorists, an ill-fated wedding reception, and a wealthy businessman who tries to buy his family out of trouble.",/bU7IUeTdYFOgeUPtwpWKQNhORMC.jpg,/dHnki2Dh6lbOtfksrh8H5lg08f5.jpg,es,Relatos salvajes,False,False
TMDB87093,Big Eyes,Drama,18,2014,2014-12-24,0,6.971,3589,2.8607,"In the late 1950s and early '60s, artist Walter Keane achieves unbelievable fame and success with portraits of saucer-eyed waifs. However, no one realizes that his wife, Margaret, is the real painter behind the brush. Although Margaret is horrified to learn that Walter is passing off her work as his own, she is too meek to protest too loudly. It isn't until the Keanes' marriage comes to an end and a lawsuit follows that the truth finally comes to light.",/203HAjJcLMl7xThcTqZx4zmEGcV.jpg,/qis71iUABx2eTxN9FzOnLbnJ2OA.jpg,en,Big Eyes,False,False
TMDB210479,Locke,Drama|Thriller,"18, 53",2014,2014-04-10,0,6.891,2881,5.9723,"Ivan Locke has worked hard to craft a good life for himself. Tonight, that life will collapse around him. On the eve of the biggest challenge of his career, Ivan receives a phone call that sets in motion a series of events that will unravel his family, job, and soul.",/tTREq5tTyYwmSLDRMhybJ82zXcX.jpg,/9LFk66Se0T3Uw2JPupYxAc6F2Gq.jpg,en,Locke,False,False
TMDB193610,The Other Woman,Comedy|Romance,"35, 10749",2014,2014-04-16,0,6.422,3694,5.7158,"After discovering her boyfriend is married, Carly soon meets the wife he's been cheating on. And when yet another affair is discovered, all three women team up to plot mutual revenge on the three-timing SOB.",/yHnbb6z8REuFIyBLT2Nj3MX54dY.jpg,/w5pNa5J3PtjY0d1DbFYOoW8Ftaj.jpg,en,The Other Woman,False,False
TMDB154400,The Drop,Drama|Crime,"18, 80",2014,2014-09-12,0,6.83,2380,9.8277,"Bob Saginowski finds himself at the center of a robbery gone awry and entwined in an investigation that digs deep into the neighborhood's past where friends, families, and foes all work together to make a living - no matter the cost.",/olQInYvVCW2wycMSU1ogo9Jshml.jpg,/kydclLUnhGMuoCxl6VRfSSwdRRO.jpg,en,The Drop,False,False
TMDB304410,The Bélier Family,Comedy|Music|Drama,"35, 10402, 18",2014,2014-12-17,0,6.937,2447,3.1552,"The whole Bélier family is deaf, except for sixteen year old Paula who is the important translator in her parents' day to day life especially when it comes to matters concerning the family farm. When her music teacher discovers she has a fantastic singing voice and she gets an opportunity to enter a big Radio France contest the whole family's future is set up for big changes.",/kAQeZUZ1pMTSjSF3d6eBZClFGgN.jpg,/nLLYm9qPtE6WwFSzDOHMUUfytcx.jpg,fr,La Famille Bélier,False,False
TMDB87492,Foxcatcher,Drama|Thriller,"18, 53",2014,2014-11-14,0,6.655,2452,8.3132,The greatest Olympic Wrestling Champion brother team joins Team Foxcatcher led by multimillionaire sponsor John E. du Pont as they train for the 1988 games in Seoul - a union that leads to unlikely circumstances.,/w6Sl079QtUcQ9dVQ2RP6aN9NBXx.jpg,/tT8vexYdyHG0nHyXQkhzt8tbFkt.jpg,en,Foxcatcher,False,False
TMDB82703,Mr. Peabody & Sherman,Animation|Science Fiction|Comedy|Adventure|Family,"16, 878, 35, 12, 10751",2014,2014-02-07,0,6.72,2501,5.5384,"A young boy and his dog, who happens to have a genius-level IQ, spring into action when their time-machine is stolen and moments in history begin to be changed.",/hPcImYndWESKHzT2GHVCDsUxzYg.jpg,/bJKoNFCLC0C3viZtsvP4lSDDXNO.jpg,en,Mr. Peabody & Sherman,False,False
TMDB180299,The Raid 2,Action|Crime|Thriller,"28, 80, 53",2014,2014-03-27,0,7.606,2541,4.723,"After fighting his way through an apartment building populated by an army of dangerous criminals and escaping with his life, SWAT team member Rama goes undercover, joining a powerful Indonesian crime syndicate to protect his family and uncover corrupt members of his own force.",/olA39iaXISiKEkACdELgr0ZRvIF.jpg,/wJD1VaO6XMkOSAacUGLkzOKAd4D.jpg,id,The Raid 2: Berandal,False,False
TMDB68737,Seventh Son,Adventure|Fantasy,"12, 14",2014,2014-12-12,0,5.5,2623,7.834,"John Gregory, who is a seventh son of a seventh son and also the local spook, has protected the country from witches, boggarts, ghouls and all manner of things that go bump in the night. However John is not young anymore, and has been seeking an apprentice to carry on his trade. Most have failed to survive. The last hope is a young farmer's son named Thomas Ward. Will he survive the training to become the spook that so many others couldn't?",/7Q8DfXSjcFSSQDOxz1Sk865wNqI.jpg,/2EyK8wpLdYFaS35o0worjqsiuZn.jpg,en,Seventh Son,False,False
TMDB228970,Wild,Drama,18,2014,2014-12-05,0,7.009,2645,4.6876,A woman with a tragic past decides to start her new life by hiking for one thousand miles on the Pacific Crest Trail.,/ohhWI4Xwf4m4HjbQiIkyAhLekUy.jpg,/wlP3Sjw5WVvjsi2CGFp84QwrZZC.jpg,en,Wild,False,False
TMDB239571,The Best of Me,Drama|Romance,"18, 10749",2014,2014-10-15,0,7.5,2676,3.1859,A pair of former high school sweethearts reunite after many years when they return to visit their small hometown.,/fUSemUPEJ9wKar5uYzMyIlLmWjS.jpg,/ydRoUWyhAMv1FstnWlo5EiZWEbc.jpg,en,The Best of Me,False,False
TMDB171274,Inherent Vice,Drama|Mystery|Comedy,"18, 9648, 35",2014,2014-12-12,0,6.545,2678,9.4524,"In Los Angeles at the turn of the 1970s, drug-fueled detective Larry ""Doc"" Sportello investigates the disappearance of an ex-girlfriend.",/pfVua7TzzttOh3RTOuBqT7xN0oY.jpg,/cwytQHRHSrMnsSEowcY4Z6jIEeb.jpg,en,Inherent Vice,False,False
TMDB225565,That Awkward Moment,Comedy|Romance,"35, 10749",2014,2014-01-29,0,6.143,2713,2.265,"Best pals Jason and Daniel indulge in casual flings and revel in their carefree, unattached lives. After learning that the marriage of their friend Mikey is over, they gladly welcome him back into their circle. The three young men make a pact to have fun and avoid commitment. However, when all three find themselves involved in serious relationships, they must keep their romances secret from one another.",/tjDAdesZNYFyRNnZvLT0osc7S2t.jpg,/7b8wQc0HOlimgrgnhh6iwpShkRt.jpg,en,That Awkward Moment,False,False
TMDB188161,A Million Ways to Die in the West,Comedy|Western,"35, 37",2014,2014-05-22,0,6.051,4343,6.4157,"As a cowardly farmer begins to fall for the mysterious new woman in town, he must put his new-found courage to the test when her husband, a notorious gun-slinger, announces his arrival.",/n9SicwnoNGWBwE75le27sUhCLMm.jpg,/5ZDM988DfYLFPBqy4CNvQ9AXnp4.jpg,en,A Million Ways to Die in the West,False,False
TMDB227159,Horrible Bosses 2,Comedy,35,2014,2014-11-12,0,6.176,4345,5.5337,"Dale, Kurt and Nick decide to start their own business but things don't go as planned because of a slick investor, prompting the trio to pull off a harebrained and misguided kidnapping scheme.",/boBOkwIqgrs8noxBUSDkkicKa4K.jpg,/5CUtGZASj2UqomudRG1RZOt5QbG.jpg,en,Horrible Bosses 2,False,False
TMDB205587,The Judge,Drama,18,2014,2014-10-08,0,7.329,4369,5.8498,"A successful lawyer returns to his hometown for his mother's funeral only to discover that his estranged father, the town's judge, is suspected of murder.",/3K93GWotLXe4FqpErri0xkpLaD5.jpg,/sPantp0oQ9idos7Jdwko2r6ZOIa.jpg,en,The Judge,False,False
TMDB228326,The Book of Life,Animation|Adventure|Comedy|Family|Fantasy,"16, 12, 35, 10751, 14",2014,2014-10-01,0,7.527,2892,6.8573,"The journey of Manolo, a young man who is torn between fulfilling the expectations of his family and following his heart. Before choosing which path to follow, he embarks on an incredible adventure that spans fantastical worlds where he must face his greatest fears.",/aotTZos5KswgCryEzx2rlOjFsm1.jpg,/b0XkgWgCBurkCZdNXp7kEZdgxEi.jpg,en,The Book of Life,False,False
TMDB193893,Let's Be Cops,Comedy,35,2014,2014-08-13,0,6.462,2936,3.6938,"Best pals Ryan and Justin are stalled in their respective careers -- a fact that is painfully driven home when they go to a college reunion. Dressed as police in the mistaken belief that they were to attend a costume party, Ryan and Justin find that the uniforms earn them much respect and attention. Although Justin is uncomfortable with the idea, Ryan decides to continue with the charade, putting them both in increasingly dangerous situations. When these newly-minted “heroes” get tangled in a real life web of mobsters and dirty detectives, they must put their fake badges on the line.",/pf4FoUr2phn5WyZjU7rLXSiW1Ve.jpg,/aa5P3DfHMD2Y5xotn2067A5OMAI.jpg,en,Let's Be Cops,False,False
TMDB169917,A Walk Among the Tombstones,Crime|Drama|Mystery|Thriller,"80, 18, 9648, 53",2014,2014-09-18,0,6.328,2974,7.6224,Private investigator Matthew Scudder is hired by a drug kingpin to find out who kidnapped and murdered his wife.,/euPgyPsiNFp6gOBB7nUFxvN5ZaY.jpg,/k23FPWl97XKpJ1oTaDyADzxWxs6.jpg,en,A Walk Among the Tombstones,False,False
TMDB137094,Jack Ryan: Shadow Recruit,Action|Drama|Thriller,"28, 18, 53",2014,2014-01-15,0,6.124,3032,9.6485,"Jack Ryan, as a young covert CIA analyst, uncovers a Russian plot to crash the U.S. economy with a terrorist attack.",/m7HcLUodrD4lM4s0Hui1tzO2pjO.jpg,/6KaCzcVKsdxlsTIq35xAix5U3Nb.jpg,en,Jack Ryan: Shadow Recruit,False,False
TMDB157547,Oculus,Horror,27,2014,2014-04-03,0,6.495,3141,7.8819,A woman tries to exonerate her brother's murder conviction by proving that the crime was committed by a supernatural phenomenon.,/yCzR1yKRLiJyTDLgY1ppazXEmdE.jpg,/o0EQmMhHA6Gpf7MS7KxPafWqTPp.jpg,en,Oculus,False,False
TMDB284293,Still Alice,Drama,18,2014,2014-12-05,0,7.467,3236,9.4238,"Alice Howland, happily married with three grown children, is a renowned linguistics professor who starts to forget words. When she receives a devastating diagnosis, Alice and her family find their bonds tested.",/yY6ypZPQl67J4RwOA6YBALNS3Wj.jpg,/tw1IZuR6GVlSL4aqfsmLFfUJAN9.jpg,en,Still Alice,False,False
TMDB220289,Coherence,Thriller|Science Fiction,"53, 878",2014,2014-04-06,0,7.219,3310,8.1236,Four couples gather for dinner the night a mysterious and powerful comet passes overhead.,/ezUtb9m5DeLwL2gxi4gktzNCvQv.jpg,/cvGE73s935bXEAVt2W0zADPPegG.jpg,en,Coherence,False,False
TMDB76649,Pompeii,Action|Adventure|History|Romance|Drama,"28, 12, 36, 10749, 18",2014,2014-02-18,0,5.549,3355,9.6994,"In 79 A.D., Milo, a slave turned gladiator, finds himself in a race against time to save his true love Cassia, the beautiful daughter of a wealthy merchant who has been unwillingly betrothed to a corrupt Roman Senator. As Mount Vesuvius erupts in a torrent of blazing lava, Milo must fight his way out of the arena in order to save his beloved as the once magnificent Pompeii crumbles around him.",/dxxM3lLDjGRC50i5rhvfQziskAN.jpg,/bPsExF2epwQeyP7HK9JK52FSgsi.jpg,en,Pompeii,False,False
TMDB100042,Dumb and Dumber To,Comedy,35,2014,2014-11-12,0,5.572,3380,6.0824,"20 years since their first adventure, Lloyd and Harry go on a road trip to find Harry's newly discovered daughter, who was given up for adoption.",/cvEi0xV7TUkabJGuzulhvbMjrHi.jpg,/436HdmXTod7X0aafPPoIZyaecgh.jpg,en,Dumb and Dumber To,False,False
TMDB244267,I Origins,Science Fiction|Drama,"878, 18",2014,2014-07-18,0,7.564,3414,3.1361,A molecular biologist's study of the human eye has far-reaching implications about humanity's scientific and spiritual beliefs.,/2P31jhd1dWUAPD8dmnSrwkQ8CNN.jpg,/v0rI995IpYNZQaqlIYBmodP0f82.jpg,en,I Origins,False,False
TMDB277685,Unfriended,Horror|Mystery,"27, 9648",2014,2014-10-22,0,5.5,3497,8.5681,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. At first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead.",/8byPxREr3BqBNyyij5WHVSOVtYk.jpg,/5RtOlnBnXx54umgY8DXSNAKCFBp.jpg,en,Unfriended,False,False
TMDB262391,Serial (Bad) Weddings,Comedy,35,2014,2014-04-16,0,6.663,3500,5.1465,A catholic French couple sees their life upside down when their four daughters get married to men of different religion and origins.,/bkAiSLxLJJEZXZZqgNna5BWcBIy.jpg,/xSTedn34WWuOk5V60UK3ZXWwkXz.jpg,fr,Qu'est-ce qu'on a fait au Bon Dieu ?,False,False
TMDB212778,Chef,Comedy,35,2014,2014-05-08,0,7.115,3573,7.7866,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",/hyp8EXDmO4dSC8V6Q5jU7gD1kcg.jpg,/12rDMkiQFeXrLhlIbJpArL8wOHf.jpg,en,Chef,False,False
TMDB181886,Enemy,Thriller|Mystery,"53, 9648",2014,2014-03-14,0,6.849,6323,4.122,A mild-mannered college professor discovers a look-alike actor and delves into the other man's private affairs.,/vf40tyDRKZsBmaLsYeopzfFLzLx.jpg,/deYWtXTc56YdXyIuuMuA8dvBY16.jpg,en,Enemy,False,False
TMDB242224,The Babadook,Drama|Horror,"18, 27",2014,2014-05-22,0,6.53,6342,6.2836,A grieving single mother and her child fall into a deep well of paranoia when an eerie children's book manifests in their home.,/qt3fqapeo94TfvMyld8P7gkpXLz.jpg,/t18ocAG0cpgC1AP288SseqmXqB5.jpg,en,The Babadook,False,False
TMDB49017,Dracula Untold,Horror|Action|Fantasy,"27, 28, 14",2014,2014-10-01,0,6.451,6424,6.7273,"Vlad Tepes is a great hero, but when he learns the Sultan is preparing for battle and needs to form an army of 1,000 boys, he vows to find a way to protect his family. Vlad turns to dark forces in order to get the power to destroy his enemies and agrees to go from hero to monster as he's turned into the mythological vampire, Dracula.",/m5h3NtZ2ZfryIHl1MvatmANvIqQ.jpg,/oa0bHsnrD96miW3Yx10HWb211Sj.jpg,en,Dracula Untold,False,False
TMDB172385,Rio 2,Animation|Adventure|Comedy|Family,"16, 12, 35, 10751",2014,2014-03-19,0,6.519,3709,7.439,"It's a jungle out there for Blu, Jewel and their three kids after they're hurtled from Rio de Janeiro to the wilds of the Amazon. As Blu tries to fit in, he goes beak-to-beak with the vengeful Nigel, and meets the most fearsome adversary of all: his father-in-law.",/gVNTBrjxh2YRmQFjlaqrNbHVvrd.jpg,/eg2jxQ1FFi6ENDfyMIMC5odpcU0.jpg,en,Rio 2,False,False
TMDB97370,Under the Skin,Thriller|Science Fiction|Drama,"53, 878, 18",2014,2014-03-14,0,6.141,3735,7.2655,A seductive stranger prowls the streets of Glasgow in search of prey: unsuspecting men who fall under her spell.,/55wmcXJIDYITr7JDijJTdvwSaAv.jpg,/eS5OdKN3kRZXQbWRSSCJ4Gh0z26.jpg,en,Under the Skin,False,False
TMDB232672,Blended,Comedy|Romance,"35, 10749",2014,2014-05-21,0,6.893,3749,11.9089,"Recently divorced mom Lauren and widowed dad Jim let their friends push them into a blind date, which goes disastrously wrong. Unsurprisingly, neither wants to see the other ever again. However, fate intervenes when both Jim and Lauren, unbeknownst to each other, purchase one-half of the same vacation package at a South African resort for families, during spring break. They and their children are forced to share the same romantic suite and participate in a slew of family activities together.",/o2YrH9jS7CAfWjETHFeL0tth79E.jpg,/g5haoqEqt5VwVwQKEkoXY9zqSxb.jpg,en,Blended,False,False
TMDB152760,The Monuments Men,War|Drama|History|Action,"10752, 18, 36, 28",2014,2014-01-24,0,6.06,3771,4.5295,"Based on the true story of the greatest treasure hunt in history, The Monuments Men is an action drama focusing on seven over-the-hill, out-of-shape museum directors, artists, architects, curators, and art historians who went to the front lines of WWII to rescue the world’s artistic masterpieces from Nazi thieves and return them to their rightful owners.  With the art hidden behind enemy lines, how could these guys hope to succeed?",/wiWAg4mKV2S4vImPxsPRIdj2R2B.jpg,/uLBJtONQwHoGc61vbIfoC6a9gUp.jpg,en,The Monuments Men,False,False
